# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
8.2800  9.763620587427108e-02  1.179949980451718e+00  6.961409781840050e-01  1.881704961358088e-01
8.2900  1.090272088317153e-01  1.097349630756306e+00  6.020881060605010e-01  2.346386380087141e-01
8.3000  1.195657399402950e-01  1.009512408698059e+00  5.095576516576784e-01  2.821910612085781e-01
8.3100  1.292011683457144e-01  9.167892348120679e-01  4.202512505336485e-01  3.295054657241957e-01
8.3200  1.378864704502346e-01  8.195504024391136e-01  3.358314310690565e-01  3.752952354038400e-01
8.3300  1.455784163930197e-01  7.181841159112894e-01  2.578942121736402e-01  4.183345388918994e-01
8.3400  1.522377415539338e-01  6.130949580421533e-01  1.879427137883549e-01  4.574824162191872e-01
8.3500  1.578293024038541e-01  5.047022929695616e-01  1.273622022643666e-01  4.917054420765447e-01
8.3600  1.623222160863385e-01  3.934386106544876e-01  7.739697017686674e-02  5.200985793492068e-01
8.3700  1.656899831796956e-01  2.797478195693713e-01  3.912942127690876e-02  5.419038652962658e-01
8.3800  1.679105931548827e-01  1.640834943140305e-01  1.346169655315125e-02  5.565266073706523e-01
8.3900  1.689666121129504e-01  4.690708507503946e-02  1.100137315118495e-03  5.635488055431388e-01
8.4000  1.688452524556861e-01  -7.131390400493105e-02  2.542836452212261e-03  5.627395624879336e-01
8.4100  1.675384242144123e-01  -1.901077603586165e-01  1.807048027428459e-02  5.540622914025942e-01
8.4200  1.650427678342818e-01  -3.090004251429862e-01  4.774063136927311e-02  5.376785828036577e-01
8.4300  1.613596682845999e-01  -4.275173646562911e-01  9.138554854133010e-02  5.139486455433865e-01
8.4400  1.564952504394004e-01  -5.451854436376543e-01  1.486135839771930e-01  4.834282926765379e-01
8.4500  1.504603557464231e-01  -6.615347930560899e-01  2.188141412118818e-01  4.468624987890610e-01
8.4600  1.432705002764841e-01  -7.761006650175895e-01  3.011661211203723e-01  4.051756110929779e-01
8.4700  1.349458143187162e-01  -8.884252674697486e-01  3.946497279393472e-01  3.594583511069861e-01
8.4800  1.255109637599861e-01  -9.980595714631371e-01  4.980614540945904e-01  3.109517962121010e-01
8.4900  1.149950535586852e-01  -1.104565083836923e+00  6.100320122158338e-01  2.610285799590519e-01
8.5000  1.034315136937578e-01  -1.207515578332706e+00  7.290469359580842e-01  2.111715959171195e-01
8.5100  9.085796803899143e-02  -1.306498778304602e+00  8.534695288557083e-01  1.629505313580823e-01
8.5200  7.731608667998267e-02  -1.401117984384610e+00  9.815658030829965e-01  1.179965934983163e-01
8.5300  6.285142225653527e-02  -1.490993640679575e+00  1.111531018273466e+00  7.797582179090604e-02
8.5400  4.751323097629337e-02  -1.575764833318591e+00  1.241517404961784e+00  4.456140437078921e-02
8.5500  3.135427900590779e-02  -1.655090715436742e+00  1.369662638162453e+00  1.940543480918276e-02
8.5600  1.443063500374309e-02  -1.728651852971315e+00  1.494118614390580e+00  4.110556531718988e-03
8.5700  -3.198550387173798e-03  -1.796151485959214e+00  1.613080080256747e+00  2.019464086681804e-04
8.5800  -2.147127721579980e-02  -1.857316700357728e+00  1.724812662713858e+00  9.100086057129019e-03
8.5900  -4.032294015112467e-02  -1.911899505763948e+00  1.827679860070214e+00  3.209475933819967e-02
8.6000  -5.968658269902609e-02  -1.959677814779517e+00  1.920168568869511e+00  7.032069753277279e-02
8.6100  -7.949316070472785e-02  -2.000456320155518e+00  2.000912744425079e+00  1.247352699931780e-01
8.6200  -9.967181410101210e-02  -2.034067266255767e+00  2.068714821826605e+00  1.960985880554898e-01
8.6300  -1.201501458297931e-01  -2.060371111793807e+00  2.122564559157225e+00  2.849563541199756e-01
8.6400  -1.408545068363495e-01  -2.079257081228040e+00  2.161655004918474e+00  3.916257466187146e-01
8.6500  -1.617102860115459e-01  -2.090643602638798e+00  2.185395336627267e+00  5.161845857278146e-01
8.6600  -1.826422039378456e-01  -2.094478630359204e+00  2.193420366515685e+00  6.584639748589481e-01
8.6700  -2.035746092799037e-01  -2.090739851086460e+00  2.185596562460517e+00  8.180445599561346e-01
8.6800  -2.244317766500938e-01  -2.079434772660074e+00  2.162024486873927e+00  9.942564932545905e-01
8.6900  -2.451382047734975e-01  -2.060600695156584e+00  2.123037612439898e+00  1.186183131292655e+00
8.7000  -2.656189137757057e-01  -2.034304564414779e+00  2.069197530399402e+00  1.392668439493131e+00
8.7100  -2.857997404202394e-01  -2.000642708569420e+00  2.001285623675992e+00  1.612328018445001e+00
8.7200  -3.056076301304913e-01  -1.959740458633160e+00  1.920291332601855e+00  1.843563611014686e+00
8.7300  -3.249709246437768e-01  -1.911751654623987e+00  1.827397194478776e+00  2.084580895474320e+00
8.7400  -3.438196441623220e-01  -1.856858039187193e+00  1.723960888847054e+00  2.333410318797540e+00
8.7500  -3.620857628877326e-01  -1.795268541104906e+00  1.611494567340468e+00  2.587930676941040e+00
8.7600  -3.797034768515979e-01  -1.727218451520749e+00  1.491641789636867e+00  2.845895106044685e+00
8.7700  -3.966094629852915e-01  -1.652968496130638e+00  1.366152424600191e+00  3.104959110717550e+00
8.7800  -4.127431284065983e-01  -1.572803807001254e+00  1.236855907658819e+00  3.362710223524882e+00
8.7900  -4.280468489394114e-01  -1.487032798073894e+00  1.105633271273738e+00  3.616698863955982e+00
8.8000  -4.424661959252314e-01  -1.395985948791488e+00  9.743883846116352e-01  3.864469945942059e+00
8.8100  -4.559501504314068e-01  -1.300014500649161e+00  8.450188509490437e-01  4.103594770710001e+00
8.8200  -4.684513040107933e-01  -1.199489071812401e+00  7.193870166986875e-01  4.331702736597627e+00
8.8300  -4.799260452205849e-01  -1.094798195270198e+00  5.992915441834414e-01  4.546512399502333e+00
8.8400  -4.903347311642689e-01  -9.863467862923311e-01  4.864399914146047e-01  4.745861426859038e+00
8.8500  -4.996418433797659e-01  -8.745545452389570e-01  3.824228262990595e-01  4.927735004303993e+00
8.8600  -5.078161274585908e-01  -7.598543020258056e-01  2.886892801535621e-01  5.090292277226891e+00
8.8700  -5.148307158450776e-01  -6.426903087785365e-01  2.065254164989253e-01  5.231890438887485e+00
8.8800  -5.206632333310902e-01  -5.235164874142837e-01  1.370347562972949e-01  5.351106112216959e+00
8.8900  -5.252958848299356e-01  -4.027946390663033e-01  8.112176063027675e-02  5.446753713286927e+00
8.9000  -5.287155250831246e-01  -2.809926224182190e-01  3.947842692673389e-02  5.517900530074667e+00
8.9100  -5.309137100249360e-01  -1.585825081370656e-01  1.257420594352125e-02  5.563878299871355e+00
8.9200  -5.318867296021225e-01  -3.603871668865247e-02  6.493945502824792e-04  5.584291121696452e+00
8.9300  -5.316356219192812e-01  8.616385311564773e-02  3.712104791867458e-03  5.579019595570520e+00
8.9400  -5.301661686541161e-01  2.075516974549987e-01  2.153885355822565e-02  5.548221137597036e+00
8.9500  -5.274888717607353e-01  3.276545753249760e-01  5.367876036569520e-02  5.492326477622139e+00
8.9600  -5.236189115529699e-01  4.460073634818506e-01  9.946128414001580e-02  5.412032403880253e+00
8.9700  -5.185760863331901e-01  5.621518911847491e-01  1.580073743812950e-01  5.308290875596870e+00
8.9800  -5.123847338049209e-01  6.756387474948937e-01  2.282438585582344e-01  5.182294679128407e+00
8.9900  -5.050736345794508e-01  7.860290539994232e-01  3.089208368656141e-01  5.035459855024857e+00
9.0000  -4.966758981572941e-01  8.928961959637550e-01  3.986318083832722e-01  4.869405171600757e+00
9.0100  -4.872288318345301e-01  9.958275050805113e-01  4.958362099374379e-01  4.685928964446974e+00
9.0200  -4.767737930514248e-01  1.094425887174058e+00  5.988840112583624e-01  4.486983700132346e+00
9.0300  -4.653560257660944e-01  1.188311388436941e+00  7.060419779444654e-01  4.274648655531977e+00
9.0400  -4.530244814990059e-01  1.277122694017090e+00  8.155211877867347e-01  4.051101131267989e+00
9.0500  -4.398316257546125e-01  1.360518553041645e+00  9.255053665852664e-01  3.818586638245909e+00
9.0600  -4.258332305841255e-01  1.438179124453584e+00  1.034179597007038e+00  3.579388509905668e+00
9.0700  -4.110881541081246e-01  1.509807238349822e+00  1.139758948486757e+00  3.335797399378388e+00
9.0800  -3.956581078691631e-01  1.575129567842981e+00  1.240516577746609e+00  3.090081120157635e+00
9.0900  -3.796074129325594e-01  1.633897706822094e+00  1.334810858179249e+00  2.844455281178470e+00
9.1000  -3.630027456979687e-01  1.685889149358917e+00  1.421111111963065e+00  2.601055152482500e+00
9.1100  -3.459128744249340e-01  1.730908166894674e+00  1.498021541111340e+00  2.361909176175893e+00
9.1200  -3.284083875122625e-01  1.768786579745481e+00  1.564302982343858e+00  2.128914509509098e+00
9.1300  -3.105614146036193e-01  1.799384419881744e+00  1.618892145256581e+00  1.903814953071659e+00
9.1400  -2.924453416200357e-01  1.822590482365966e+00  1.660918033205503e+00  1.688181577845730e+00
9.1500  -2.741345208440010e-01  1.838322763272755e+00  1.689715290983389e+00  1.483396320825612e+00
9.1600  -2.557039771993329e-01  1.846528782362887e+00  1.704834272047283e+00  1.290638770789795e+00
9.1700  -2.372291118860321e-01  1.847185789238050e+00  1.706047669981499e+00  1.110876314372615e+00
9.1800  -2.187854045397702e-01  1.840300852162783e+00  1.693353613235532e+00  9.448577586420795e-01
9.1900  -2.004481150914746e-01  1.825910829203152e+00  1.666975178100671e+00  7.931104908043292e-01
9.2000  -1.822919865036615e-01  1.804082221796178e+00  1.627356331500518e+00  6.559411793046911e-01
9.2100  -1.643909495567063e-01  1.774910911327992e+00  1.575154371575582e+00  5.334399643721341e-01
9.2200  -1.468178308501473e-01  1.738521779760434e+00  1.511228989350694e+00  4.254880308471911e-01
9.2300  -1.296440651714317e-01  1.695068215803396e+00  1.436628128113454e+00  3.317684028150510e-01
9.2400  -1.129394133672757e-01  1.644731508581928e+00  1.352570867661092e+00  2.517797489766884e-01
9.2500  -9.677168683109043e-02  1.587720131191116e+00  1.260427607494768e+00  1.848529406287257e-01
9.2600  -8.120647969381756e-02  1.524268916966315e+00  1.161697865614832e+00  1.301700613277646e-01
9.2700  -6.630690977511300e-02  1.454638131719720e+00  1.057986047126518e+00  8.678552945936613e-02
9.2800  -5.213336931724413e-02  1.379112445604830e+00  9.509755688110679e-01  5.364896260908825e-02
9.2900  -3.874328648545679e-02  1.297999808666495e+00  8.424017516491288e-01  2.962938634812705e-02
9.3000  -2.619089857607709e-02  1.211630234514312e+00  7.340239125946033e-01  1.354037020814515e-02
9.3100  -1.452703782740698e-02  1.120354496919780e+00  6.275970993841863e-01  4.165660535191987e-03
9.3200  -3.798930678733996e-03  1.024542744481232e+00  5.248439176345676e-01  2.848737802505473e-04
9.3300  5.949988730298826e-03  9.245830388239362e-01  4.274268978404522e-01  6.988146924073222e-04
9.3400  1.468025008391826e-02  8.208798221045152e-01  3.369218411691702e-01  4.253991806632030e-03
9.3500  2.235650276110260e-02  7.138523198678475e-01  2.547925672903538e-01  9.865917426932583e-03
9.3600  2.894765543795872e-02  6.039328855597448e-01  1.823674651302599e-01  1.654080075323224e-02
9.3700  3.442699887063868e-02  4.915652932289530e-01  1.208182187536333e-01  2.339527053735889e-02
9.3800  3.877231137421987e-02  3.772029851565061e-01  7.114104600548968e-02  2.967379723091387e-02
9.3900  4.196594658126476e-02  2.613072813283357e-01  3.414074763760300e-02  3.476352346372831e-02
9.4000  4.399490313371126e-02  1.443455578176324e-01  1.041782003084172e-02  3.820625524030796e-02
9.4100  4.485087603304688e-02  2.678940126614843e-02  3.588360100993575e-04  3.970741376320000e-02
9.4200  4.453028944610674e-02  -9.088725325203598e-02  4.130246401849862e-03  3.914179852366938e-02
9.4300  4.303431083702324e-02  -2.082099936351849e-01  2.167570072478188e-02  3.655606542763847e-02
9.4400  4.036884636955282e-02  -3.247058040413363e-01  5.271692958906535e-02  3.216787839670676e-02
9.4500  3.654451759792396e-02  -4.399049326653799e-01  9.675817489166623e-02  2.636174822393064e-02
9.4600  3.157661953819687e-02  -5.533427466344208e-01  1.530940976264624e-01  1.968162758500184e-02
9.4700  2.548506028560915e-02  -6.645615667009042e-01  2.208210379679801e-01  1.282038512407862e-02
9.4800  1.829428241621215e-02  -7.731124744927047e-01  2.988514491081165e-01  6.606333583814954e-03
9.4900  1.003316648299296e-02  -8.785570851876928e-01  3.859312759667475e-01  1.987036196316008e-03
9.5000  7.349169873425849e-04  -9.804692786167369e-01  4.806600031556122e-01  1.066120546304031e-05
9.5100  -9.563068724105853e-03  -1.078436881963175e+00  5.815130541892278e-01  1.805195717902323e-03
9.5200  -2.081934811985890e-02  -1.172063297417804e+00  6.868661865769473e-01  8.555866415179822e-03
9.5300  -3.298859711840924e-02  -1.260969068365677e+00  7.950214956875012e-01  2.148114541737325e-02
9.5400  -4.602178905174703e-02  -1.344793377923594e+00  9.042346146535747e-01  4.180774427191906e-02
9.5500  -5.986638825123961e-02  -1.423195473914129e+00  1.012742678484832e+00  7.074501724929645e-02
9.5600  -7.446655749187500e-02  -1.495856014652387e+00  1.118792608285862e+00  1.094592065616888e-01
9.5700  -8.976337847616991e-02  -1.562478330234171e+00  1.220669266225682e+00  1.590479665910507e-01
9.5800  -1.056950844875818e-01  -1.622789594347747e+00  1.316723033761662e+00  2.205156016390828e-01
9.5900  -1.221973042952345e-01  -1.676541901984492e+00  1.405396374554889e+00  2.947494421252029e-01
9.6000  -1.392033163473635e-01  -1.723513248795101e+00  1.485248959386122e+00  3.824977677028856e-01
9.6100  -1.566443122502799e-01  -1.763508408226171e+00  1.554980952942202e+00  4.843496626920579e-01
9.6200  -1.744496684930069e-01  -1.796359702975423e+00  1.613454091236975e+00  6.007171598931754e-01
9.6300  -1.925472253451982e-01  -1.821927667720868e+00  1.659710213203401e+00  7.318199937143794e-01
9.6400  -2.108635718276378e-01  -1.840101600508335e+00  1.692986950096668e+00  8.776732431564290e-01
9.6500  -2.293243356306536e-01  -1.850800000621192e+00  1.712730321149701e+00  1.038078100194355e+00
9.6600  -2.478544768362509e-01  -1.853970891204079e+00  1.718604032716024e+00  1.212615950177311e+00
9.6700  -2.663785842847557e-01  -1.849592025367323e+00  1.710495330151198e+00  1.400645898808877e+00
9.6800  -2.848211734163242e-01  -1.837670974958516e+00  1.688517306102491e+00  1.601305825889581e+00
9.6900  -3.031069844118492e-01  -1.818245101650842e+00  1.653007624838641e+00  1.813516990159891e+00
9.7000  -3.211612794566163e-01  -1.791381410462143e+00  1.604523678874669e+00  2.035992153157419e+00
9.7100  -3.389101379535190e-01  -1.757176286282712e+00  1.543834250537153e+00  2.267247133889151e+00
9.7200  -3.562807485207367e-01  -1.715755114451548e+00  1.471907806383323e+00  2.505615651206335e+00
9.7300  -3.732016966214662e-01  -1.667271786878359e+00  1.389897605660278e+00  2.749267257926939e+00
9.7400  -3.896032466905373e-01  -1.611908095660346e+00  1.299123854427682e+00  2.996228120816797e+00
9.7500  -4.054176176444585e-01  -1.549873016586790e+00  1.201053183771918e+00  3.244404354309733e+00
9.7600  -4.205792506875504e-01  -1.481401885359009e+00  1.097275772972614e+00  3.491607574054986e+00
9.7700  -4.350250683572286e-01  -1.406755469776701e+00  9.894804758733338e-01  3.735582299694598e+00
9.7800  -4.486947237860706e-01  -1.326218941552205e+00  8.794283404659260e-01  3.974034805280982e+00
9.7900  -4.615308391969117e-01  -1.240100751810391e+00  7.689249373203479e-01  4.204662990944326e+00
9.8000  -4.734792326897042e-01  -1.148731414711949e+00  6.597919315730580e-01  4.425186831211766e+00
9.8100  -4.844891324250822e-01  -1.052462204000496e+00  5.538383454247904e-01  4.633378944063685e+00
9.8200  -4.945133773593122e-01  -9.516637676175028e-01  4.528319632979702e-01  4.827094820576677e+00
9.8300  -5.035086037383838e-01  -8.467246658524656e-01  3.584713298814848e-01  5.004302257926668e+00
9.8400  -5.114354166151959e-01  -7.380498387974583e-01  2.723587822744771e-01  5.163109548575421e+00
9.8500  -5.182585457129023e-01  -6.260590091542415e-01  1.959749414715953e-01  5.301791995493811e+00
9.8600  -5.239469850192544e-01  -5.111850266972231e-01  1.306550657597204e-01  5.418816347030050e+00
9.8700  -5.284741155609859e-01  -3.938721609258283e-01  7.756763957619078e-02  5.512862775149522e+00
9.8800  -5.318178108736672e-01  -2.745743486443085e-01  3.769553646672314e-02  5.582844056793609e+00
9.8900  -5.339605247507421e-01  -1.537534033848990e-01  1.182005452621973e-02  5.627921659473212e+00
9.9000  -5.348893609254026e-01  -3.187719374082549e-02  5.080777403950619e-04  5.647518478290534e+00
9.9100  -5.345961244102546e-01  9.058220220164359e-02  4.102567677849722e-03  5.641328021656545e+00
9.9200  -5.330773542921141e-01  2.131503590485762e-01  2.271653778126847e-02  5.609319896265741e+00
9.9300  -5.303343378524649e-01  3.353523755520795e-01  5.623060789421149e-02  5.551741497577376e+00
9.9400  -5.263731059578041e-01  4.567147479466443e-01  1.042941804959834e-01  5.469115869268043e+00
9.9500  -5.212044097380202e-01  5.767672377750139e-01  1.663302232853097e-01  5.362235752975264e+00
9.9600  -5.148436786447953e-01  6.950447268322142e-01  2.415435861486336e-01  5.232153907245638e+00
9.9700  -5.073109600555067e-01  8.110890519072095e-01  3.289327250618680e-01  5.080169831038143e+00
9.9800  -4.986308406609354e-01  9.244508120813891e-01  4.273046519789699e-01  4.907813081534871e+00
9.9900  -4.888323499469771e-01  1.034691141451387e+00  5.352928790989867e-01  4.716823427531180e+00
10.0000  -4.779488461512171e-01  1.141383440280191e+00  6.513780788729227e-01  4.509128127512845e+00
10.0100  -4.660178851443949e-01  1.244115057744576e+00  7.739111384533944e-01  4.286816664934959e+00
10.0200  -4.530810727541701e-01  1.342488919637884e+00  9.011382496752458e-01  4.052113311520589e+00
10.0300  -4.391839011139468e-01  1.436125094604470e+00  1.031227643676349e+00  3.807347922000936e+00
10.0400  -4.243755696825566e-01  1.524662292724664e+00  1.162297553428214e+00  3.554925390116359e+00
10.0500  -4.087087916411004e-01  1.607759290536096e+00  1.292444968152566e+00  3.297294215479898e+00
10.0600  -3.922395864309541e-01  1.685096276867588e+00  1.419774731156504e+00  3.036914643765331e+00
10.0700  -3.750270592516385e-01  1.756376114174265e+00  1.542428527220946e+00  2.776226848423084e+00
10.0800  -3.571331683887173e-01  1.821325510396088e+00  1.658613307409785e+00  2.517619620662794e+00
10.0900  -3.386224812899153e-01  1.879696096715072e+00  1.766628708002939e+00  2.263400025797278e+00
10.1000  -3.195619203520509e-01  1.931265406957875e+00  1.864893036056084e+00  2.015764468357811e+00
10.1100  -3.000204994219882e-01  1.975837754778566e+00  1.951967416604203e+00  1.776771585913589e+00
10.1200  -2.800690520514553e-01  2.013245005159823e+00  2.026577725400488e+00  1.548317362613688e+00
10.1300  -2.597799525781219e-01  2.043347237187871e+00  2.087633965861654e+00  1.332112818573349e+00
10.1400  -2.392268311336393e-01  2.066033295485574e+00  2.134246789027491e+00  1.129664590896647e+00
10.1500  -2.184842837033112e-01  2.081221228127489e+00  2.165740900204247e+00  9.422586769979743e-01
10.1600  -1.976275783815933e-01  2.088858609308726e+00  2.181665144841592e+00  7.709475616637523e-01
10.1700  -1.767323589826319e-01  2.088922745494254e+00  2.181799118321627e+00  6.165408967550670e-01
10.1800  -1.558743471754904e-01  2.081420764235149e+00  2.166156198894615e+00  4.795998474149827e-01
10.1900  -1.351290443195308e-01  2.066389585301342e+00  2.134982959120925e+00  3.604351619729736e-01
10.2000  -1.145714341766042e-01  2.043895774244880e+00  2.088754967988039e+00  2.591089653200399e-01
10.2100  -9.427568767324145e-02  2.014035278971668e+00  2.028169052471243e+00  1.754402182595249e-01
10.2200  -7.431487087794239e-02  1.976933050361416e+00  1.954132142805646e+00  1.090137291151334e-01
10.2300  -5.476065734597541e-02  1.932742548433089e+00  1.867746879261816e+00  5.919254957677557e-02
10.2400  -3.568304596686049e-02  1.881645136004887e+00  1.770294208925425e+00  2.513353523321908e-02
10.2500  -1.715008542799145e-02  1.823849362241748e+00  1.663213248074815e+00  5.805803280499822e-03
10.2600  7.723936182578303e-04  1.759590138917976e+00  1.548078728488692e+00  1.177625211389916e-05
10.2700  1.802103762700165e-02  1.689127812645973e+00  1.426576383727084e+00  6.410461968154641e-03
10.2800  3.453521945051760e-02  1.612747136732617e+00  1.300476663519627e+00  2.354258684354806e-02
10.2900  5.025727686136994e-02  1.530756146720996e+00  1.171607190362056e+00  4.985717273963960e-02
10.3000  6.513273936771383e-02  1.443484944055255e+00  1.041824391857102e+00  8.373912710135129e-02
10.3100  7.911054242571906e-02  1.351284392668968e+00  9.129847549353705e-01  1.235374025037810e-01
10.3200  9.214322820379077e-02  1.254524733641052e+00  7.869161536585766e-01  1.675932751395158e-01
10.3300  1.041871321063386e-01  1.153594123386623e+00  6.653897007560757e-01  2.142682923022589e-01
10.3400  1.152025543210472e-01  1.048897101151934e+00  5.500925644024651e-01  2.619714465425608e-01
10.3500  1.251539157127080e-01  9.408529918615690e-01  4.426021761474328e-01  3.091851487545889e-01
10.3600  1.340098974484467e-01  8.298942506211822e-01  3.443622336070468e-01  3.544895937563651e-01
10.3700  1.417435638033912e-01  7.164647554093332e-01  2.566608728718778e-01  3.965851396013650e-01
10.3800  1.483324676621997e-01  6.010180546964476e-01  1.806113510355511e-01  4.343123554581848e-01
10.3900  1.537587383001628e-01  4.840155769068088e-01  1.171355393442155e-01  4.666694318754301e-01
10.4000  1.580091510975300e-01  3.659248087900742e-01  6.695048284402617e-02  4.928266909848745e-01
10.4100  1.610751789120095e-01  2.472174498915116e-01  3.055823376543103e-02  5.121379819865127e-01
10.4200  1.629530249067807e-01  1.283675504044746e-01  8.239113998422658e-03  5.241487983402168e-01
10.4300  1.636436367045437e-01  9.849639754218556e-03  4.850770164394129e-05  5.286010066447505e-01
10.4400  1.631527018118306e-01  -1.078631467012609e-01  5.817229208148861e-03  5.254341323619764e-01
10.4500  1.614906243317184e-01  -2.243009354602575e-01  2.515545482417331e-02  5.147832034633044e-01
10.4600  1.586724830569342e-01  -3.389989697848879e-01  5.746015075760766e-02  4.969732088469741e-01
10.4700  1.547179711088228e-01  -4.514994444066017e-01  1.019258741497350e-01  4.725102831117738e-01
10.4800  1.496513173604802e-01  -5.613533127888745e-01  1.575587708895220e-01  4.420697821056451e-01
10.4900  1.435011899542459e-01  -6.681220598145887e-01  2.231935434054444e-01  4.064814637573935e-01
10.5000  1.363005822944121e-01  -7.713794329020673e-01  2.975131147521575e-01  3.667120352516866e-01
10.5100  1.280866819651709e-01  -8.707131247177846e-01  3.790706727779042e-01  3.238453698835668e-01
10.5200  1.189007230912094e-01  -9.657264008448073e-01  4.663137406443327e-01  2.790607342590310e-01
10.5300  1.087878227237031e-01  -1.056039665983256e+00  5.576098880650138e-01  2.336093983019479e-01
10.5400  9.779680189750775e-02  -1.141291962501661e+00  6.512736718354463e-01  1.887900262820045e-01
10.5500  8.597999206584284e-02  -1.221142395425063e+00  7.455943749522300e-01  1.459232663869782e-01
10.5600  7.339302767646928e-02  -1.295271478236051e+00  8.388641011659024e-01  1.063259689214326e-01
10.5700  6.009462570805907e-02  -1.363382394177417e+00  9.294057763764731e-01  7.128546882633692e-02
10.5800  4.614635303691506e-02  -1.425202168078601e+00  1.015600609947973e+00  4.203436679391058e-02
10.5900  3.161238255222908e-02  -1.480482744081227e+00  1.095914577761141e+00  1.972623482481496e-02
10.6000  1.655923898247080e-02  -1.529001965010392e+00  1.168923504502821e+00  5.412656777609940e-03
10.6100  1.055535436105645e-03  -1.570564449526538e+00  1.233336345058298e+00  2.199253930565369e-05
10.6200  -1.482829830351303e-02  -1.605002363596147e+00  1.288016293574609e+00  4.340226252273858e-03
10.6300  -3.102029465668973e-02  -1.632176083236584e+00  1.331999383344758e+00  1.899422501783263e-02
10.6400  -4.744723319867165e-02  -1.651974745919492e+00  1.364510280577884e+00  4.443769520411392e-02
10.6500  -6.403493055900754e-02  -1.664316688456564e+00  1.384975019737511e+00  8.094007954292208e-02
10.6600  -8.070853412478665e-02  -1.669149769639531e+00  1.393030476743850e+00  1.285785903087296e-01
10.6700  -9.739281838855229e-02  -1.666451576361007e+00  1.388530428178042e+00  1.872335227971420e-01
10.6800  -1.140124827712456e-01  -1.656229512402691e+00  1.371548098876828e+00  2.565869398752646e-01
10.6900  -1.304924497447150e-01  -1.638520769540501e+00  1.342375156107798e+00  3.361247634154482e-01
10.7000  -1.467581620771427e-01  -1.613392181080626e+00  1.301517164986050e+00  4.251422528242376e-01
10.7100  -1.627358780282016e-01  -1.580939958404497e+00  1.249685576040007e+00  5.227527955278175e-01
10.7200  -1.783529633288482e-01  -1.541289311562386e+00  1.187786370968227e+00  6.278998800580442e-01
10.7300  -1.935381787933427e-01  -1.494593955412941e+00  1.116905545778450e+00  7.393720701658324e-01
10.7400  -2.082219624283299e-01  -1.441035503257678e+00  1.038291660824554e+00  8.558207490064899e-01
10.7500  -2.223367049255276e-01  -1.380822750363439e+00  9.533357339606260e-01  9.757803566851531e-01
10.7600  -2.358170174506828e-01  -1.314190850200412e+00  8.635487953752415e-01  1.097690803053326e+00
10.7700  -2.485999906718585e-01  -1.241400386646689e+00  7.705374599832749e-01  1.219921701274397e+00
10.7800  -2.606254440046879e-01  -1.162736345820923e+00  6.759779049464960e-01  1.340798036912342e+00
10.7900  -2.718361640908417e-01  -1.078506991600773e+00  5.815886654658745e-01  1.458626862640509e+00
10.8000  -2.821781315684460e-01  -9.890426492649268e-01  4.891026810324925e-01  1.571724590516678e+00
10.8100  -2.916007352393934e-01  -8.946944020590856e-01  4.002390365379324e-01  1.678444442424063e+00
10.8200  -3.000569727882295e-01  -7.958327058299475e-01  3.166748478343079e-01  1.777203614925297e+00
10.8300  -3.075036372603707e-01  -6.928459271945846e-01  2.400177394150618e-01  1.866509717496938e+00
10.8400  -3.139014885636111e-01  -5.861388110143650e-01  1.717793528886668e-01  1.944986052872712e+00
10.8500  -3.192154093159824e-01  -4.761308832215835e-01  1.133503089786826e-01  2.011395324880338e+00
10.8600  -3.234145444248073e-01  -3.632547953021000e-01  6.597702315498530e-02  2.064661382455447e+00
10.8700  -3.264724238459930e-01  -2.479546169675375e-01  3.074074603775912e-02  2.103888638097999e+00
10.8800  -3.283670680389913e-01  -1.306840837550693e-01  8.539164873450990e-03  2.128378834442834e+00
10.8900  -3.290810757011450e-01  -1.190480647070430e-02  7.086220855246147e-05  2.137644873295207e+00
10.9000  -3.286016934350710e-01  1.079155504574346e-01  5.822883015265558e-03  2.131421466799299e+00
10.9100  -3.269208670740397e-01  2.283051145266418e-01  2.606161265951152e-02  2.109672419653466e+00
10.9200  -3.240352744626892e-01  3.487896673244497e-01  6.082711601615013e-02  2.072594403688664e+00
10.9300  -3.199463395636078e-01  4.688945159616336e-01  1.099310335494473e-01  2.020617140863664e+00
10.9400  -3.146602278340111e-01  5.881463663877204e-01  1.729580741475394e-01  1.954399966941944e+00
10.9500  -3.081878228906610e-01  7.060751911958870e-01  2.492710878111542e-01  1.874824804916658e+00
10.9600  -3.005446845550194e-01  8.222160845458835e-01  3.380196448429817e-01  1.782985633747221e+00
10.9700  -2.917509884441133e-01  9.361110968844547e-01  4.381519928551085e-01  1.680174593273300e+00
10.9800  -2.818314473454197e-01  1.047311042222461e+00  5.484302095805482e-01  1.567864919407122e+00
10.9900  -2.708152146859663e-01  1.155377270836203e+00  6.674483189824563e-01  1.447690954031847e+00
11.0000  -2.587357704765125e-01  1.259883400396918e+00  7.936530912978506e-01  1.321425520656896e+00
11.0100  -2.456307901808376e-01  1.360416998696465e+00  9.253672051711493e-01  1.190954999062042e+00
11.0200  -2.315419970275465e-01  1.456581211328252e+00  1.060814412597239e+00  1.058252469231959e+00
11.0300  -2.165149983471548e-01  1.547996327899696e+00  1.198146315595472e+00  9.253493262524393e-01
11.0400  -2.005991065802522e-01  1.634301280595090e+00  1.335470337877375e+00  7.943057930085370e-01
